Scan,Row,Col,VRefN,PPReg,rawIadj,Mean,Delta
R83-C9,83,9,40.5,156,156,41,0.5
R83-C6,83,6,39.5,171,171,41,1.5
R68-C27,68,27,39.88,174,174,41,1.12
R82-C46,82,46,40.5,170,170,41,0.5
R77-C48,77,48,39.5,170,170,41,1.5
R83-C3,83,3,39.5,154,154,41,1.5
R92-C18,92,18,39.5,170,170,41,1.5
R95-C21,95,21,38.5,156,156,41,2.5
R86-C21,86,21,38.5,173,173,41,2.5
R77-C3,77,3,40.5,158,158,41,0.5
R88-C7,88,7,39.5,154,154,41,1.5
R72-C8,72,8,39.51,154,154,41,1.49
R86-C3,86,3,37.31,171,171,41,3.69
R86-C9,86,9,39.42,171,171,41,1.58
R90-C35,90,35,38.5,170,170,41,2.5
R65-C24,65,24,40.5,152,152,41,0.5
R85-C40,85,40,38.59,174,174,41,2.41
R121-C4,121,4,37.5,159,159,41,3.5
R122-C30,122,30,39.5,174,174,41,1.5
R102-C11,102,11,40.51,173,173,41,0.49
R97-C16,97,16,39.5,156,156,41,1.5
R124-C13,124,13,40.51,156,156,41,0.49
R125-C30,125,30,40.5,170,170,41,0.5
R109-C43,109,43,38.47,170,170,41,2.53
R115-C46,115,46,40.5,142,142,41,0.5
R98-C33,98,33,38.5,174,174,41,2.5
R113-C24,113,24,39.5,156,156,41,1.5
R119-C24,119,24,38.77,170,170,41,2.23
R119-C33,119,33,40.5,168,168,41,0.5
R122-C42,122,42,40.17,170,170,41,0.83
R126-C50,126,50,37.5,170,170,41,3.5
R105-C8,105,8,40.5,173,173,41,0.5
R115-C10,115,10,39.5,157,157,41,1.5
R96-C41,96,41,39.5,170,170,41,1.5
R126-C14,126,14,38.5,171,171,41,2.5
R118-C1,118,1,21.5,184,184,41,19.5
R111-C26,111,26,39.5,170,170,41,1.5
R108-C29,108,29,39.52,174,174,41,1.48
R111-C35,111,35,40.46,174,174,41,0.54
R116-C27,116,27,40.5,172,172,41,0.5
R99-C2,99,2,38.5,156,156,41,2.5
R98-C39,98,39,38.5,152,152,41,2.5
R110-C18,110,18,39.5,171,171,41,1.5
R114-C38,114,38,40.27,142,142,41,0.73
R96-C50,96,50,38.5,170,170,41,2.5
R117-C47,117,47,39.59,137,137,41,1.41
R122-C39,122,39,40.5,174,174,41,0.5
R115-C7,115,7,37.46,155,155,41,3.54
R101-C45,101,45,37.52,170,170,41,3.48
R113-C18,113,18,39.5,173,173,41,1.5
R120-C41,120,41,39.5,168,168,41,1.5
R98-C27,98,27,39.85,170,170,41,1.15
R124-C16,124,16,38.29,173,173,41,2.71
R103-C19,103,19,40.82,156,156,41,0.18
R125-C48,125,48,40.5,174,174,41,0.5
R123-C47,123,47,38.5,174,174,41,2.5
R107-C9,107,9,36.5,171,171,41,4.5
R114-C26,114,26,38.69,174,174,41,2.31
R101-C36,101,36,37.5,136,136,41,3.5
R108-C20,108,20,39.5,170,170,41,1.5
R127-C22,127,22,40.51,169,169,41,0.49
R125-C45,125,45,38.5,170,170,41,2.5
R114-C32,114,32,40.5,139,139,41,0.5
R122-C33,122,33,38.5,174,174,41,2.5
R113-C12,113,12,39.62,173,173,41,1.38
R104-C42,104,42,39.5,172,172,41,1.5
R105-C20,105,20,40.5,152,152,41,0.5
R121-C13,121,13,40.5,156,156,41,0.5
R97-C22,97,22,40.5,170,170,41,0.5
R99-C11,99,11,37.57,171,171,41,3.43
R111-C32,111,32,38.5,174,174,41,2.5
R118-C10,118,10,38.48,157,157,41,2.52
R119-C30,119,30,40.5,170,170,41,0.5
R97-C25,97,25,40.5,152,152,41,0.5
R97-C7,97,7,39.04,171,171,41,1.96
R110-C15,110,15,38.5,173,173,41,2.5
R109-C49,109,49,40.5,170,170,41,0.5
R102-C2,102,2,40.47,171,171,41,0.53
R104-C51,104,51,38.5,174,174,41,2.5
R124-C10,124,10,40.5,156,156,41,0.5
R101-C39,101,39,39.46,174,174,41,1.54
R116-C30,116,30,40.5,139,139,41,0.5
R110-C6,110,6,39.57,171,171,41,1.43
R96-C44,96,44,40.5,170,170,41,0.5
R107-C12,107,12,40.5,173,173,41,0.5
R112-C49,112,49,38.62,170,170,41,2.38
R118-C49,118,49,40.5,142,142,41,0.5
R103-C34,103,34,40.5,152,152,41,0.5
R117-C44,117,44,40.5,142,142,41,0.5
R97-C19,97,19,40.5,152,152,41,0.5
R118-C13,118,13,39.51,158,158,41,1.49
R106-C25,106,25,40.5,152,152,41,0.5
R96-C5,96,5,39.5,154,154,41,1.5
R126-C11,126,11,40.55,156,156,41,0.45
R109-C34,109,34,40.43,170,170,41,0.57
R107-C6,107,6,40.5,171,171,41,0.5
R112-C37,112,37,38.5,174,174,41,2.5
R120-C44,120,44,40.5,137,137,41,0.5
R124-C25,124,25,39.46,152,152,41,1.54
R96-C47,96,47,39.73,141,141,41,1.27
R123-C50,123,50,39.57,168,168,41,1.43
R109-C46,109,46,38.5,174,174,41,2.5
R119-C21,119,21,37.5,152,152,41,3.5
R109-C31,109,31,40.5,174,174,41,0.5
R114-C35,114,35,40.5,137,137,41,0.5
R105-C11,105,11,40.61,152,152,41,0.39
R126-C5,126,5,40.49,169,169,41,0.51
R103-C31,103,31,40.5,152,152,41,0.5
R119-C18,119,18,39.67,171,171,41,1.33
R123-C44,123,44,38.66,170,170,41,2.34
R106-C28,106,28,40.5,174,174,41,0.5
R108-C14,108,14,39.5,173,173,41,1.5
R100-C25,100,25,40.5,174,174,41,0.5
R101-C42,101,42,38.5,170,170,41,2.5
R120-C2,120,2,40.55,157,157,41,0.45
R99-C50,99,50,40.5,172,172,41,0.5
R111-C20,111,20,40.06,169,169,41,0.94
R104-C48,104,48,39.5,170,170,41,1.5
R102-C5,102,5,39.28,173,173,41,1.72
R112-C40,112,40,39.5,170,170,41,1.5
R110-C51,110,51,37.5,170,170,41,3.5
R103-C28,103,28,40.5,174,174,41,0.5
R122-C36,122,36,38.5,174,174,41,2.5
R110-C9,110,9,40.5,156,156,41,0.5
R122-C27,122,27,39.53,172,172,41,1.47
R116-C21,116,21,39.57,170,170,41,1.43
R118-C16,118,16,40.5,173,173,41,0.5
R98-C30,98,30,40.48,168,168,41,0.52
R98-C36,98,36,38.5,174,174,41,2.5
R100-C19,100,19,39.5,173,173,41,1.5
R104-C3,104,3,39.57,171,171,41,1.43
R117-C38,117,38,38.5,141,141,41,2.5
R113-C6,113,6,39.64,156,156,41,1.36
R127-C16,127,16,39.92,173,173,41,1.08
R127-C31,127,31,40.5,174,174,41,0.5
R106-C34,106,34,39.5,174,174,41,1.5
R123-C8,123,8,38.5,171,171,41,2.5
R107-C51,107,51,39.92,170,170,41,1.08
R121-C19,121,19,38.5,156,156,41,2.5
R121-C16,121,16,40.53,174,174,41,0.47
R121-C22,121,22,39.5,156,156,41,1.5
R126-C2,126,2,39.5,154,154,41,1.5
R97-C13,97,13,39.51,156,156,41,1.49
R103-C37,103,37,39.78,174,174,41,1.22
R124-C22,124,22,40.52,173,173,41,0.48
R108-C26,108,26,40.5,152,152,41,0.5
R101-C33,101,33,38.5,152,152,41,2.5
R117-C41,117,41,39.79,137,137,41,1.21
R99-C47,99,47,38.5,170,170,41,2.5
R110-C3,110,3,40.95,152,152,41,0.05
R111-C29,111,29,40.5,152,152,41,0.5
R115-C49,115,49,40.52,138,138,41,0.48
R112-C1,112,1,40.5,158,158,41,0.5
R119-C27,119,27,40.5,168,168,41,0.5
R120-C50,120,50,40.5,138,138,41,0.5
R99-C5,99,5,38.5,173,173,41,2.5
R124-C28,124,28,39.5,156,156,41,1.5
R112-C46,112,46,39.5,170,170,41,1.5
R126-C8,126,8,40.5,156,156,41,0.5
R115-C4,115,4,40.5,155,155,41,0.5
R122-C24,122,24,39.5,174,174,41,1.5
R100-C13,100,13,40.5,156,156,41,0.5
R109-C40,109,40,38.5,174,174,41,2.5
R114-C41,114,41,40.5,137,137,41,0.5
R106-C31,106,31,40.5,169,169,41,0.5
R101-C51,101,51,40.51,170,170,41,0.49
R106-C37,106,37,40.5,174,174,41,0.5
R118-C4,118,4,24.5,184,184,41,16.5
R125-C39,125,39,38.5,174,174,41,2.5
R127-C25,127,25,40.5,152,152,41,0.5
R112-C4,112,4,40.5,171,171,41,0.5
R100-C31,100,31,39.5,152,152,41,1.5
R120-C38,120,38,39.5,168,168,41,1.5
R116-C12,116,12,37.5,157,157,41,3.5
R120-C47,120,47,40.5,138,138,41,0.5
R95-C39,95,39,39.5,174,174,41,1.5
R99-C8,99,8,40.5,171,171,41,0.5
R103-C25,103,25,40.5,169,169,41,0.5
R100-C28,100,28,40.47,174,174,41,0.53
R116-C24,116,24,38.5,170,170,41,2.5
R119-C36,119,36,39.5,168,168,41,1.5
R102-C14,102,14,39.5,173,173,41,1.5
R123-C2,123,2,38.64,158,158,41,2.36
R104-C45,104,45,39.5,143,143,41,1.5
R103-C22,103,22,38.5,172,172,41,2.5
R116-C15,116,15,40.49,171,171,41,0.51
R113-C9,113,9,38.5,152,152,41,2.5
R124-C19,124,19,40.5,169,169,41,0.5
R125-C36,125,36,40.51,170,170,41,0.49
R112-C43,112,43,39.62,170,170,41,1.38
R107-C45,107,45,39.46,170,170,41,1.54
R96-C2,96,2,37.5,154,154,41,3.5
R121-C7,121,7,38.57,154,154,41,2.43
R115-C43,115,43,40.5,138,138,41,0.5
R118-C7,118,7,35.55,155,155,41,5.45
R104-C39,104,39,40.5,170,170,41,0.5
R100-C22,100,22,40.5,169,169,41,0.5
R116-C18,116,18,38.5,173,173,41,2.5
R105-C23,105,23,40.5,156,156,41,0.5
R98-C45,98,45,40.5,169,169,41,0.5
R127-C28,127,28,40.5,169,169,41,0.5
R101-C48,101,48,39.5,169,169,41,1.5
R107-C3,107,3,40.5,175,175,41,0.5
R113-C21,113,21,40.3,173,173,41,0.7
R125-C42,125,42,38.5,174,174,41,2.5
R110-C12,110,12,40.5,171,171,41,0.5
R102-C17,102,17,38.73,156,156,41,2.27
R123-C5,123,5,39.61,154,154,41,1.39
R117-C35,117,35,39.58,141,141,41,1.42
R105-C17,105,17,38.5,156,156,41,2.5
R111-C23,111,23,38.5,173,173,41,2.5
R115-C1,115,1,23.5,184,184,41,17.5
R114-C29,114,29,40.5,170,170,41,0.5
R105-C14,105,14,38.68,174,174,41,2.32
R127-C19,127,19,39.5,173,173,41,1.5
R104-C6,104,6,39.51,175,175,41,1.49
R125-C33,125,33,40.5,139,139,41,0.5
R108-C17,108,17,38.55,173,173,41,2.45
R108-C23,108,23,39.5,173,173,41,1.5
R100-C16,100,16,39.5,172,172,41,1.5
R109-C37,109,37,38.5,152,152,41,2.5
R102-C8,102,8,38.47,156,156,41,2.53
R97-C10,97,10,40.5,156,156,41,0.5
R107-C48,107,48,39.02,139,139,41,1.98
R121-C10,121,10,38.79,154,154,41,2.21
R117-C32,117,32,40.51,141,141,41,0.49
R98-C42,98,42,40.5,169,169,41,0.5
R106-C40,106,40,39.5,174,174,41,1.5
R106-C43,106,43,40.38,174,174,41,0.62
R113-C15,113,15,40.5,156,156,41,0.5
