Scan,Row,Col,VRefN,PPReg,rawIadj,Mean,Delta
R38-C22,38,22,39.53,173,173,41,1.47
R90-C45,90,45,40.5,170,170,41,0.5
R82-C41,82,41,39.5,170,170,41,1.5
R70-C32,70,32,40.49,169,169,41,0.51
R113-C37,113,37,38.27,170,170,41,2.73
R3-C24,3,24,38.5,173,173,41,2.5
R110-C37,110,37,40.5,170,170,41,0.5
R52-C35,52,35,38.5,152,152,41,2.5
R32-C22,32,22,40.5,152,152,41,0.5
R67-C32,67,32,40.5,174,174,41,0.5
R15-C27,15,27,39.5,152,152,41,1.5
R105-C39,105,39,39.5,170,170,41,1.5
R48-C24,48,24,39.53,152,152,41,1.47
R86-C37,86,37,39.5,170,170,41,1.5
R73-C32,73,32,40.5,174,174,41,0.5
R42-C30,42,30,40.5,174,174,41,0.5
R71-C34,71,34,38.5,174,174,41,2.5
R62-C28,62,28,39.5,174,174,41,1.5
R98-C43,98,43,39.5,170,170,41,1.5
R46-C29,46,29,40.5,152,152,41,0.5
R60-C27,60,27,40.5,174,174,41,0.5
R4-C23,4,23,40.5,152,152,41,0.5
R107-C40,107,40,39.5,170,170,41,1.5
R65-C34,65,34,39.5,174,174,41,1.5
R9-C18,9,18,39.5,156,156,41,1.5
R6-C24,6,24,39.5,156,156,41,1.5
R47-C31,47,31,40.5,174,174,41,0.5
R25-C23,25,23,39.72,173,173,41,1.28
R70-C35,70,35,39.5,169,169,41,1.5
R43-C23,43,23,40.5,152,152,41,0.5
R33-C33,33,33,40.5,174,174,41,0.5
R93-C45,93,45,38.5,174,174,41,2.5
R68-C28,68,28,39.49,174,174,41,1.51
R18-C24,18,24,39.5,174,174,41,1.5
R115-C41,115,41,39.5,170,170,41,1.5
R4-C20,4,20,39.5,156,156,41,1.5
R50-C28,50,28,40.5,152,152,41,0.5
R95-C34,95,34,38.5,152,152,41,2.5
R86-C34,86,34,40.46,170,170,41,0.54
R37-C32,37,32,40.59,169,169,41,0.41
R83-C31,83,31,40.5,174,174,41,0.5
R64-C38,64,38,38.5,174,174,41,2.5
R85-C38,85,38,38.5,152,152,41,2.5
R35-C28,35,28,37.73,170,170,41,3.27
R79-C41,79,41,39.5,170,170,41,1.5
R54-C33,54,33,40.15,174,174,41,0.85
R79-C38,79,38,40.5,170,170,41,0.5
R49-C26,49,26,40.5,152,152,41,0.5
R86-C43,86,43,40.49,174,174,41,0.51
R77-C37,77,37,39.7,174,174,41,1.3
R30-C30,30,30,39.5,174,174,41,1.5
R10-C20,10,20,38.51,173,173,41,2.49
R42-C24,42,24,38.5,152,152,41,2.5
R81-C33,81,33,38.48,174,174,41,2.52
R49-C35,49,35,40.5,152,152,41,0.5
R15-C30,15,30,40.51,169,169,41,0.49
R34-C26,34,26,40.5,152,152,41,0.5
R83-C43,83,43,39.5,170,170,41,1.5
R20-C25,20,25,40.5,152,152,41,0.5
R76-C35,76,35,38.5,174,174,41,2.5
R69-C33,69,33,38.49,174,174,41,2.51
R66-C39,66,39,40.51,174,174,41,0.49
R109-C41,109,41,38.5,174,174,41,2.5
R91-C41,91,41,38.51,174,174,41,2.49
R1-C14,1,14,39.35,173,173,41,1.65
R7-C26,7,26,40.5,152,152,41,0.5
R88-C41,88,41,40.54,170,170,41,0.46
R45-C27,45,27,38.5,174,174,41,2.5
R78-C42,78,42,38.51,174,174,41,2.49
R69-C30,69,30,39.53,152,152,41,1.47
R43-C29,43,29,39.5,152,152,41,1.5
R8-C28,8,28,39.5,169,169,41,1.5
R74-C31,74,31,40.58,174,174,41,0.42
R19-C20,19,20,40.5,156,156,41,0.5
R68-C31,68,31,40.5,169,169,41,0.5
R70-C29,70,29,40.5,174,174,41,0.5
R41-C25,41,25,40.33,152,152,41,0.67
R41-C31,41,31,38.38,174,174,41,2.62
R67-C38,67,38,39.5,174,174,41,1.5
R14-C25,14,25,40.5,174,174,41,0.5
R52-C32,52,32,40.51,169,169,41,0.49
R64-C35,64,35,40.5,170,170,41,0.5
R115-C38,115,38,39.59,170,170,41,1.41
R56-C34,56,34,39.5,170,170,41,1.5
R13-C23,13,23,39.5,174,174,41,1.5
R24-C21,24,21,40.5,173,173,41,0.5
R102-C39,102,39,39.5,174,174,41,1.5
R1-C17,1,17,38.5,171,171,41,2.5
R45-C24,45,24,38.5,173,173,41,2.5
R50-C31,50,31,40.51,169,169,41,0.49
R98-C46,98,46,40.5,174,174,41,0.5
R83-C40,83,40,39.55,169,169,41,1.45
R29-C22,29,22,40.5,152,152,41,0.5
R11-C16,11,16,40.51,169,169,41,0.49
R79-C32,79,32,39.5,152,152,41,1.5
R95-C46,95,46,38.72,174,174,41,2.28
R85-C41,85,41,40.5,174,174,41,0.5
R41-C28,41,28,38.5,174,174,41,2.5
R48-C33,48,33,39.5,174,174,41,1.5
R24-C24,24,24,40.5,152,152,41,0.5
R97-C41,97,41,40.56,174,174,41,0.44
R35-C34,35,34,38.5,169,169,41,2.5
R101-C40,101,40,38.5,174,174,41,2.5
R121-C41,121,41,39.74,170,170,41,1.26
R91-C44,91,44,40.5,170,170,41,0.5
R65-C31,65,31,39.5,174,174,41,1.5
R8-C19,8,19,39.57,156,156,41,1.43
R110-C40,110,40,40.49,170,170,41,0.51
R74-C34,74,34,39.5,174,174,41,1.5
R100-C41,100,41,39.5,170,170,41,1.5
R84-C39,84,39,39.5,174,174,41,1.5
R57-C27,57,27,40.5,152,152,41,0.5
R23-C25,23,25,40.49,152,152,41,0.51
R43-C35,43,35,39.5,174,174,41,1.5
R66-C36,66,36,38.5,174,174,41,2.5
R84-C36,84,36,39.5,174,174,41,1.5
R79-C35,79,35,39.25,169,169,41,1.75
R12-C24,12,24,40.5,174,174,41,0.5
R20-C19,20,19,40.49,156,156,41,0.51
R23-C31,23,31,39.5,174,174,41,1.5
R66-C15,66,15,39.5,173,173,41,1.5
R69-C18,69,18,40.49,169,169,41,0.51
R98-C25,98,25,40.5,174,174,41,0.5
R115-C35,115,35,37.5,169,169,41,3.5
R101-C34,101,34,38.52,174,174,41,2.48
R88-C20,88,20,39.5,173,173,41,1.5
R111-C24,111,24,40.57,152,152,41,0.43
R91-C20,91,20,40.5,174,174,41,0.5
R120-C33,120,33,40.5,174,174,41,0.5
R61-C26,61,26,40.5,152,152,41,0.5
R17-C16,17,16,39.5,156,156,41,1.5
R107-C31,107,31,39.5,152,152,41,1.5
R126-C36,126,36,39.5,174,174,41,1.5
R123-C33,123,33,40.5,174,174,41,0.5
R10-C14,10,14,40.57,156,156,41,0.43
R84-C18,84,18,40.5,152,152,41,0.5
R74-C22,74,22,40.5,174,174,41,0.5
R51-C21,51,21,39.5,156,156,41,1.5
R86-C25,86,25,40.29,152,152,41,0.71
R48-C18,48,18,38.61,173,173,41,2.39
R74-C16,74,16,39.5,156,156,41,1.5
R99-C21,99,21,38.49,174,174,41,2.51
R26-C10,26,10,40.5,156,156,41,0.5
R87-C21,87,21,39.5,174,174,41,1.5
R24-C15,24,15,40.5,173,173,41,0.5
R118-C29,118,29,40.28,170,170,41,0.72
R96-C27,96,27,38.5,174,174,41,2.5
R84-C24,84,24,40.38,152,152,41,0.62
R54-C12,54,12,40.96,156,156,41,0.04
R22-C17,22,17,38.5,156,156,41,2.5
R38-C19,38,19,38.5,173,173,41,2.5
R51-C15,51,15,38.5,156,156,41,2.5
R35-C16,35,16,39.45,173,173,41,1.55
R116-C37,116,37,39.55,170,170,41,1.45
R100-C23,100,23,39.54,174,174,41,1.46
R25-C11,25,11,39.5,171,171,41,1.5
R66-C18,66,18,40.5,152,152,41,0.5
R71-C19,71,19,38.37,156,156,41,2.63
R101-C22,101,22,37.85,174,174,41,3.15
R76-C26,76,26,40.5,174,174,41,0.5
R35-C19,35,19,40.55,169,169,41,0.45
R127-C29,127,29,40.45,174,174,41,0.55
R37-C20,37,20,40.5,169,169,41,0.5
R96-C21,96,21,39.47,170,170,41,1.53
R119-C37,119,37,39.5,174,174,41,1.5
R27-C15,27,15,39.39,156,156,41,1.61
R25-C17,25,17,38.5,156,156,41,2.5
R88-C29,88,29,40.5,152,152,41,0.5
R92-C25,92,25,40.41,170,170,41,0.59
R55-C23,55,23,40.5,169,169,41,0.5
R8-C13,8,13,40.05,173,173,41,0.95
R95-C22,95,22,39.5,174,174,41,1.5
R100-C32,100,32,40.5,152,152,41,0.5
R58-C17,58,17,40.5,156,156,41,0.5
R104-C31,104,31,38.78,174,174,41,2.22
R93-C30,93,30,40.95,169,169,41,0.05
R90-C30,90,30,38.5,174,174,41,2.5
R75-C18,75,18,40.64,173,173,41,0.36
R108-C33,108,33,38.5,174,174,41,2.5
R24-C9,24,9,40.5,156,156,41,0.5
R71-C28,71,28,40.5,170,170,41,0.5
R38-C10,38,10,38.5,171,171,41,2.5
R79-C20,79,20,40.81,173,173,41,0.19
R39-C15,39,15,40.5,154,154,41,0.5
R93-C21,93,21,40.5,152,152,41,0.5
R97-C26,97,26,40.5,152,152,41,0.5
R121-C35,121,35,39.5,174,174,41,1.5
R60-C21,60,21,40.5,152,152,41,0.5
R54-C18,54,18,40.21,156,156,41,0.79
R109-C32,109,32,40.5,174,174,41,0.5
R49-C17,49,17,39.5,173,173,41,1.5
R94-C23,94,23,40.5,173,173,41,0.5
R107-C25,107,25,40.5,152,152,41,0.5
R111-C36,111,36,38.5,174,174,41,2.5
R108-C30,108,30,40.42,174,174,41,0.58
R15-C15,15,15,40.5,156,156,41,0.5
R111-C27,111,27,40.5,152,152,41,0.5
R67-C20,67,20,38.5,173,173,41,2.5
R106-C26,106,26,39.5,152,152,41,1.5
R47-C16,47,16,40.5,173,173,41,0.5
R52-C14,52,14,40.67,158,158,41,0.33
R36-C15,36,15,40.5,170,170,41,0.5
R21-C15,21,15,40.5,152,152,41,0.5
R114-C30,114,30,40.5,170,170,41,0.5
R42-C15,42,15,39.81,173,173,41,1.19
R48-C15,48,15,39.49,171,171,41,1.51
R127-C38,127,38,40.24,169,169,41,0.76
R121-C26,121,26,40.5,169,169,41,0.5
R41-C13,41,13,39.5,156,156,41,1.5
R85-C20,85,20,39.5,156,156,41,1.5
R124-C32,124,32,39.77,174,174,41,1.23
R98-C22,98,22,40.5,170,170,41,0.5
R99-C30,99,30,40.5,169,169,41,0.5
R108-C27,108,27,40.5,139,139,41,0.5
R28-C17,28,17,39.51,173,173,41,1.49
R80-C19,80,19,39.5,173,173,41,1.5
R59-C16,59,16,40.51,173,173,41,0.49
R56-C22,56,22,40.5,169,169,41,0.5
R64-C14,64,14,40.55,173,173,41,0.45
R125-C34,125,34,40.52,170,170,41,0.48
R107-C34,107,34,39.62,174,174,41,1.38
R119-C28,119,28,40.5,139,139,41,0.5
R39-C18,39,18,38.5,173,173,41,2.5
R9-C12,9,12,40.5,156,156,41,0.5
R120-C30,120,30,40.5,170,170,41,0.5
R94-C29,94,29,39.5,152,152,41,1.5
R47-C19,47,19,40.5,173,173,41,0.5
R117-C30,117,30,40.5,169,169,41,0.5
R124-C29,124,29,40.5,172,172,41,0.5
R72-C18,72,18,40.53,173,173,41,0.47
R110-C28,110,28,39.5,172,172,41,1.5
R59-C13,59,13,37.5,171,171,41,3.5
R33-C9,33,9,38.5,158,158,41,2.5
R110-C25,110,25,40.5,168,168,41,0.5
R105-C27,105,27,39.5,143,143,41,1.5
R80-C28,80,28,40.5,169,169,41,0.5
R47-C10,47,10,40.53,175,175,41,0.47
R61-C23,61,23,39.5,152,152,41,1.5
R103-C23,103,23,38.57,173,173,41,2.43
R53-C16,53,16,39.46,156,156,41,1.54
R85-C29,85,29,39.5,156,156,41,1.5
R111-C30,111,30,38.48,170,170,41,2.52
R15-C12,15,12,40.5,169,169,41,0.5
R40-C20,40,20,40.62,152,152,41,0.38
R23-C13,23,13,36.52,154,154,41,4.48
R57-C15,57,15,39.5,173,173,41,1.5
R96-C30,96,30,38.5,174,174,41,2.5
R32-C19,32,19,38.5,156,156,41,2.5
R126-C30,126,30,40.5,169,169,41,0.5
R124-C38,124,38,39.5,174,174,41,1.5
R64-C17,64,17,39.5,156,156,41,1.5
R68-C19,68,19,39.49,173,173,41,1.51
R54-C24,54,24,39.51,169,169,41,1.49
R109-C29,109,29,40.29,139,139,41,0.71
R102-C33,102,33,40.55,174,174,41,0.45
R9-C15,9,15,40.5,156,156,41,0.5
R34-C11,34,11,38.5,158,158,41,2.5
R50-C13,50,13,39.5,156,156,41,1.5
R46-C20,46,20,39.5,156,156,41,1.5
R102-C24,102,24,40.5,174,174,41,0.5
R117-C27,117,27,40.28,169,169,41,0.72
R72-C24,72,24,40.51,152,152,41,0.49
R12-C12,12,12,40.5,173,173,41,0.5
R113-C25,113,25,39.5,152,152,41,1.5
R111-C33,111,33,39.5,174,174,41,1.5
R86-C19,86,19,38.5,174,174,41,2.5
R30-C15,30,15,36.51,171,171,41,4.49
R73-C17,73,17,40.5,156,156,41,0.5
R30-C12,30,12,39.52,171,171,41,1.48
R50-C19,50,19,40.59,173,173,41,0.41
R63-C18,63,18,40.5,156,156,41,0.5
R62-C16,62,16,38.43,156,156,41,2.57
R108-C24,108,24,39.5,174,174,41,1.5
R59-C25,59,25,38.5,173,173,41,2.5
R44-C22,44,22,40.5,152,152,41,0.5
R101-C28,101,28,40.5,170,170,41,0.5
R45-C15,45,15,39.5,156,156,41,1.5
R79-C26,79,26,39.5,173,173,41,1.5
R42-C21,42,21,40.51,169,169,41,0.49
R49-C14,49,14,40.5,156,156,41,0.5
R62-C19,62,19,40.5,173,173,41,0.5
R124-C26,124,26,40.5,168,168,41,0.5
R47-C22,47,22,40.5,152,152,41,0.5
R20-C10,20,10,36.5,154,154,41,4.5
R66-C21,66,21,40.5,156,156,41,0.5
R89-C25,89,25,40.5,152,152,41,0.5
R79-C17,79,17,38.5,173,173,41,2.5
R33-C12,33,12,39.5,153,153,41,1.5
R110-C31,110,31,38.5,174,174,41,2.5
R60-C18,60,18,38.5,173,173,41,2.5
R104-C25,104,25,40.5,143,143,41,0.5
R97-C23,97,23,40.5,152,152,41,0.5
R51-C18,51,18,38.5,156,156,41,2.5
R19-C17,19,17,39.5,173,173,41,1.5
R118-C26,118,26,37.53,173,173,41,3.47
R14-C13,14,13,39.5,156,156,41,1.5
R57-C21,57,21,40.5,173,173,41,0.5
R49-C20,49,20,40.51,173,173,41,0.49
R78-C24,78,24,38.65,152,152,41,2.35
R115-C32,115,32,39.5,174,174,41,1.5
R125-C37,125,37,40.48,152,152,41,0.52
R25-C14,25,14,40.35,156,156,41,0.65
R126-C33,126,33,39.55,143,143,41,1.45
R78-C21,78,21,40.5,152,152,41,0.5
R70-C26,70,26,39.5,152,152,41,1.5
R40-C17,40,17,40.5,156,156,41,0.5
R61-C14,61,14,40.5,156,156,41,0.5
R76-C23,76,23,38.5,173,173,41,2.5
R36-C21,36,21,39.99,152,152,41,1.01
R95-C28,95,28,40.5,152,152,41,0.5
R116-C25,116,25,39.5,174,174,41,1.5
R98-C28,98,28,39.5,152,152,41,1.5
R82-C26,82,26,40.5,152,152,41,0.5
R65-C19,65,19,40.5,169,169,41,0.5
R117-C33,117,33,40.5,170,170,41,0.5
R63-C24,63,24,40.5,152,152,41,0.5
R26-C13,26,13,38.5,171,171,41,2.5
R37-C11,37,11,36.53,171,171,41,4.47
R22-C11,22,11,40.52,158,158,41,0.48
R55-C14,55,14,40.96,156,156,41,0.04
R31-C17,31,17,40.5,169,169,41,0.5
R38-C16,38,16,40.5,169,169,41,0.5
R24-C18,24,18,40.64,174,174,41,0.36
R53-C19,53,19,38.5,173,173,41,2.5
R31-C14,31,14,40.48,173,173,41,0.52
R123-C27,123,27,40.5,169,169,41,0.5
R6-C15,6,15,40.5,173,173,41,0.5
R88-C23,88,23,38.51,173,173,41,2.49
R121-C38,121,38,40.5,174,174,41,0.5
R116-C31,116,31,38.5,143,143,41,2.5
R50-C16,50,16,39.51,173,173,41,1.49
R89-C22,89,22,40.5,152,152,41,0.5
R106-C35,106,35,40.5,169,169,41,0.5
R82-C5,82,5,40.75,175,175,41,0.25
R96-C12,96,12,39.63,152,152,41,1.37
R62-C1,62,1,40.5,158,158,41,0.5
R105-C21,105,21,37.5,170,170,41,3.5
R117-C21,117,21,39.5,139,139,41,1.5
R69-C6,69,6,39.62,171,171,41,1.38
R65-C10,65,10,38.92,175,175,41,2.08
R62-C10,62,10,40.5,171,171,41,0.5
R82-C17,82,17,40.5,156,156,41,0.5
R85-C11,85,11,39.72,156,156,41,1.28
R63-C3,63,3,38.5,158,158,41,2.5
R105-C18,105,18,38.12,170,170,41,2.88
R113-C22,113,22,40.5,169,169,41,0.5
R116-C22,116,22,40.5,168,168,41,0.5
R96-C18,96,18,40.5,172,172,41,0.5
R117-C12,117,12,39.5,173,173,41,1.5
R65-C4,65,4,39.14,171,171,41,1.86
R110-C22,110,22,39.5,152,152,41,1.5
R95-C10,95,10,40.58,156,156,41,0.42
R98-C16,98,16,39.5,170,170,41,1.5
R61-C2,61,2,39.5,175,175,41,1.5
R43-C5,43,5,39.5,157,157,41,1.5
R70-C14,70,14,40.5,169,169,41,0.5
R119-C13,119,13,39.5,171,171,41,1.5
R126-C15,126,15,39.5,156,156,41,1.5
R98-C13,98,13,40.5,173,173,41,0.5
R74-C7,74,7,40.5,175,175,41,0.5
R49-C5,49,5,37.36,157,157,41,3.64
R125-C22,125,22,39.5,139,139,41,1.5
R70-C11,70,11,40.07,156,156,41,0.93
R102-C9,102,9,40.5,156,156,41,0.5
R55-C8,55,8,39.55,153,153,41,1.45
R85-C8,85,8,40.5,154,154,41,0.5
R119-C22,119,22,40.5,141,141,41,0.5
R52-C11,52,11,40.75,171,171,41,0.25
R108-C21,108,21,39.63,152,152,41,1.37
R72-C6,72,6,40.5,169,169,41,0.5
R39-C6,39,6,40.57,158,158,41,0.43
R105-C9,105,9,40.5,171,171,41,0.5
R46-C5,46,5,40.5,158,158,41,0.5
R41-C7,41,7,40.28,171,171,41,0.72
R59-C7,59,7,37.49,155,155,41,3.51
R111-C12,111,12,39.48,171,171,41,1.52
R51-C9,51,9,39.79,154,154,41,1.21
R97-C11,97,11,40.5,171,171,41,0.5
R78-C6,78,6,39.5,154,154,41,1.5
R84-C9,84,9,37.38,175,175,41,3.62
R82-C14,82,14,39.38,169,169,41,1.62
R75-C9,75,9,39.45,175,175,41,1.55
R104-C13,104,13,39.5,174,174,41,1.5
R63-C12,63,12,36.97,158,158,41,4.03
R76-C14,76,14,40.5,152,152,41,0.5
R80-C4,80,4,40.5,154,154,41,0.5
R97-C17,97,17,39.53,170,170,41,1.47
R109-C11,109,11,40.5,171,171,41,0.5
R122-C22,122,22,40.5,168,168,41,0.5
R69-C3,69,3,40.52,154,154,41,0.48
R54-C9,54,9,37.49,158,158,41,3.51
R102-C15,102,15,39.21,174,174,41,1.79
R109-C23,109,23,39.5,174,174,41,1.5
R67-C8,67,8,40.5,156,156,41,0.5
R61-C8,61,8,38.5,158,158,41,2.5
R95-C7,95,7,40.56,171,171,41,0.44
R118-C14,118,14,40.5,156,156,41,0.5
R48-C6,48,6,38.51,157,157,41,2.49
R114-C18,114,18,38.5,174,174,41,2.5
R107-C19,107,19,37.5,170,170,41,3.5
R101-C19,101,19,39.46,170,170,41,1.54
R68-C4,68,4,40.93,171,171,41,0.07
R124-C14,124,14,39.5,173,173,41,1.5
R124-C23,124,23,38.5,139,139,41,2.5
R64-C8,64,8,40.5,154,154,41,0.5
R107-C16,107,16,38.47,174,174,41,2.53
R91-C11,91,11,39.46,171,171,41,1.54
R87-C9,87,9,39.81,171,171,41,1.19
R85-C5,85,5,40.5,154,154,41,0.5
R122-C16,122,16,39.5,173,173,41,1.5
R94-C14,94,14,39.48,174,174,41,1.52
R112-C14,112,14,39.5,156,156,41,1.5
R93-C12,93,12,40.51,169,169,41,0.49
R75-C3,75,3,38.55,158,158,41,2.45
R71-C13,71,13,40.53,152,152,41,0.47
R59-C4,59,4,39.54,157,157,41,1.46
R81-C6,81,6,39.44,154,154,41,1.56
R94-C8,94,8,40.5,171,171,41,0.5
R121-C23,121,23,40.5,139,139,41,0.5
R89-C7,89,7,39.5,154,154,41,1.5
R92-C10,92,10,38.5,171,171,41,2.5
R97-C14,97,14,40.5,169,169,41,0.5
R125-C16,125,16,40.5,173,173,41,0.5
R62-C4,62,4,37.78,158,158,41,3.22
R73-C5,73,5,40.5,175,175,41,0.5
R127-C14,127,14,40.52,171,171,41,0.48
R92-C13,92,13,39.48,156,156,41,1.52
R84-C6,84,6,38.15,154,154,41,2.85
R81-C12,81,12,39.5,156,156,41,1.5
R78-C9,78,9,39.75,171,171,41,1.25
R103-C11,103,11,39.5,171,171,41,1.5
R126-C21,126,21,40.5,139,139,41,0.5
R77-C7,77,7,39.5,158,158,41,1.5
R73-C8,73,8,40.49,154,154,41,0.51
R125-C25,125,25,40.5,172,172,41,0.5
R101-C16,101,16,39.62,152,152,41,1.38
R107-C13,107,13,40.47,156,156,41,0.53
R73-C14,73,14,39.5,154,154,41,1.5
R114-C21,114,21,39.5,139,139,41,1.5
R82-C11,82,11,40.5,156,156,41,0.5
R47-C7,47,7,37.54,153,153,41,3.46
R74-C4,74,4,39.5,154,154,41,1.5
R123-C24,123,24,40.51,169,169,41,0.49
R54-C6,54,6,37.5,157,157,41,3.5
R37-C8,37,8,39.48,158,158,41,1.52
R50-C10,50,10,40.5,156,156,41,0.5
R108-C15,108,15,39.5,152,152,41,1.5
R109-C14,109,14,39.5,169,169,41,1.5
R65-C1,65,1,38.5,154,154,41,2.5
R80-C7,80,7,40.5,156,156,41,0.5
R114-C15,114,15,40.49,173,173,41,0.51
R80-C10,80,10,38.58,175,175,41,2.42
R97-C8,97,8,40.5,171,171,41,0.5
R85-C14,85,14,39.5,152,152,41,1.5
R35-C7,35,7,38.49,158,158,41,2.51
R99-C9,99,9,40.5,156,156,41,0.5
R80-C16,80,16,40.36,173,173,41,0.64
R61-C11,61,11,38.5,154,154,41,2.5
R123-C15,123,15,40.51,156,156,41,0.49
R83-C10,83,10,40.5,175,175,41,0.5
R67-C11,67,11,40.5,156,156,41,0.5
R99-C15,99,15,39.5,152,152,41,1.5
R94-C17,94,17,39.5,170,170,41,1.5
R38-C7,38,7,39.5,158,158,41,1.5
R93-C18,93,18,39.5,170,170,41,1.5
R56-C7,56,7,38.5,158,158,41,2.5
R104-C16,104,16,39.66,170,170,41,1.34
R67-C2,67,2,40.5,154,154,41,0.5
R117-C24,117,24,40.5,174,174,41,0.5
R49-C8,49,8,38.57,153,153,41,2.43
R100-C11,100,11,37.51,171,171,41,3.49
R73-C11,73,11,39.5,154,154,41,1.5
R77-C13,77,13,39.5,152,152,41,1.5
R103-C17,103,17,40.5,170,170,41,0.5
R119-C19,119,19,40.53,174,174,41,0.47
R118-C20,118,20,39.5,172,172,41,1.5
R106-C14,106,14,38.5,174,174,41,2.5
R75-C6,75,6,40.5,171,171,41,0.5
R105-C15,105,15,40.5,170,170,41,0.5
R110-C10,110,10,39.47,154,154,41,1.53
R88-C8,88,8,37.5,171,171,41,3.5
R122-C25,122,25,39.5,152,152,41,1.5
R123-C18,123,18,40.5,143,143,41,0.5
R86-C13,86,13,39.51,173,173,41,1.49
R102-C12,102,12,39.5,156,156,41,1.5
R81-C9,81,9,38.5,171,171,41,2.5
R53-C10,53,10,40.5,156,156,41,0.5
R92-C16,92,16,40.5,170,170,41,0.5
R84-C12,84,12,40.5,156,156,41,0.5
R59-C10,59,10,39.5,173,173,41,1.5
R85-C17,85,17,40.5,152,152,41,0.5
R114-C12,114,12,40.5,173,173,41,0.5
R81-C15,81,15,40.07,174,174,41,0.93
R61-C5,61,5,39.5,154,154,41,1.5
R118-C17,118,17,39.5,170,170,41,1.5
R65-C13,65,13,40.5,171,171,41,0.5
R79-C11,79,11,40.5,171,171,41,0.5
R93-C9,93,9,40.5,171,171,41,0.5
R115-C17,115,17,40.5,170,170,41,0.5
R116-C16,116,16,40.63,152,152,41,0.37
R66-C9,66,9,39.5,154,154,41,1.5
R79-C8,79,8,40.52,171,171,41,0.48
R100-C14,100,14,38.91,156,156,41,2.09
R67-C5,67,5,40.5,171,171,41,0.5
R113-C19,113,19,38.5,170,170,41,2.5
R66-C12,66,12,40.5,156,156,41,0.5
R51-C6,51,6,39.5,153,153,41,1.5
R120-C21,120,21,40.5,168,168,41,0.5
R87-C6,87,6,40.5,156,156,41,0.5
R71-C4,71,4,39.53,154,154,41,1.47
R62-C13,62,13,40.27,174,174,41,0.73
R62-C7,62,7,39.5,153,153,41,1.5
R120-C18,120,18,40.77,143,143,41,0.23
R86-C7,86,7,40.5,171,171,41,0.5
R66-C3,66,3,39.53,175,175,41,1.47
R90-C6,90,6,39.5,171,171,41,1.5
R83-C13,83,13,39.52,156,156,41,1.48
R101-C10,101,10,37.53,171,171,41,3.47
R86-C16,86,16,39.5,170,170,41,1.5
R94-C11,94,11,39.58,173,173,41,1.42
R113-C16,113,16,39.5,170,170,41,1.5
R55-C5,55,5,37.51,155,155,41,3.49
R68-C10,68,10,39.43,171,171,41,1.57
R66-C6,66,6,36.5,157,157,41,4.5
R53-C4,53,4,37.47,157,157,41,3.53
R108-C18,108,18,38.5,170,170,41,2.5
R90-C9,90,9,40.51,156,156,41,0.49
R107-C22,107,22,38.4,170,170,41,2.6
R103-C14,103,14,39.5,174,174,41,1.5
R119-C25,119,25,40.44,139,139,41,0.56
R87-C15,87,15,40.43,152,152,41,0.57
R77-C4,77,4,40.51,154,154,41,0.49
R124-C20,124,20,38.5,172,172,41,2.5
R58-C5,58,5,39.5,155,155,41,1.5
R96-C9,96,9,39.5,156,156,41,1.5
R79-C5,79,5,39.61,154,154,41,1.39
R114-C24,114,24,40.5,168,168,41,0.5
R108-C12,108,12,38.5,156,156,41,2.5
R42-C9,42,9,39.5,156,156,41,1.5
R72-C9,72,9,38.66,171,171,41,2.34
R111-C18,111,18,38.5,170,170,41,2.5
R112-C20,112,20,37.5,170,170,41,3.5
R117-C15,117,15,39.5,156,156,41,1.5
R76-C5,76,5,39.5,171,171,41,1.5
R60-C6,60,6,34.5,155,155,41,6.5
R121-C17,121,17,40.5,139,139,41,0.5
R2-C51,2,51,39.5,170,170,41,1.5
R10-C43,10,43,39.5,169,169,41,1.5
R29-C45,29,45,40.5,137,137,41,0.5
R16-C16,16,16,40.5,169,169,41,0.5
R12-C35,12,35,39.58,170,170,41,1.42
R17-C33,17,33,40.5,152,152,41,0.5
R2-C45,2,45,39.5,170,170,41,1.5
R24-C5,24,5,38.5,174,174,41,2.5
R3-C20,3,20,40.5,174,174,41,0.5
R2-C6,2,6,40.5,156,156,41,0.5
R31-C37,31,37,39.61,170,170,41,1.39
R1-C19,1,19,40.5,173,173,41,0.5
R3-C17,3,17,40.5,152,152,41,0.5
R9-C20,9,20,38.5,174,174,41,2.5
R4-C31,4,31,40.23,152,152,41,0.77
R3-C8,3,8,39.5,173,173,41,1.5
R26-C36,26,36,40.5,174,174,41,0.5
R24-C50,24,50,40.5,170,170,41,0.5
R31-C43,31,43,38.51,174,174,41,2.49
R31-C28,31,28,39.5,174,174,41,1.5
R30-C14,30,14,40.57,169,169,41,0.43
R10-C46,10,46,38.7,170,170,41,2.3
R9-C29,9,29,39.5,174,174,41,1.5
R25-C25,25,25,38.5,152,152,41,2.5
R23-C45,23,45,38.5,174,174,41,2.5
R8-C12,8,12,38.72,156,156,41,2.28
R11-C15,11,15,39.62,169,169,41,1.38
R20-C36,20,36,40.5,174,174,41,0.5
R30-C17,30,17,40.35,152,152,41,0.65
R28-C34,28,34,38.5,174,174,41,2.5
R17-C30,17,30,39.5,174,174,41,1.5
R4-C25,4,25,39.5,173,173,41,1.5
R20-C39,20,39,39.47,152,152,41,1.53
R17-C18,17,18,38.5,174,174,41,2.5
R2-C3,2,3,39.19,171,171,41,1.81
