Row,Col,PPReg
77,3,158
88,7,154
72,8,154
86,3,171
86,9,171
90,35,170
65,24,152
85,40,174
121,4,159
122,30,174
102,11,173
97,16,156
124,13,156
125,30,170
109,43,170
115,46,142
98,33,174
113,24,156
119,24,170
119,33,168
122,42,170
126,50,170
105,8,173
115,10,157
96,41,170
126,14,171
118,1,184
111,26,170
108,29,174
111,35,174
116,27,172
99,2,156
98,39,152
110,18,171
114,38,142
96,50,170
117,47,137
122,39,174
115,7,155
101,45,170
113,18,173
120,41,168
98,27,170
124,16,173
103,19,156
125,48,174
123,47,174
107,9,171
114,26,174
101,36,136
108,20,170
127,22,169
125,45,170
114,32,139
122,33,174
113,12,173
104,42,172
105,20,152
121,13,156
97,22,170
99,11,171
111,32,174
118,10,157
119,30,170
97,25,152
97,7,171
110,15,173
109,49,170
102,2,171
104,51,174
124,10,156
101,39,174
116,30,139
110,6,171
96,44,170
107,12,173
112,49,170
118,49,142
103,34,152
117,44,142
97,19,152
118,13,158
106,25,152
96,5,154
126,11,156
109,34,170
107,6,171
112,37,174
120,44,137
124,25,152
96,47,141
123,50,168
109,46,174
119,21,152
109,31,174
114,35,137
105,11,152
126,5,169
103,31,152
119,18,171
123,44,170
106,28,174
108,14,173
100,25,174
101,42,170
120,2,157
99,50,172
111,20,169
104,48,170
102,5,173
112,40,170
110,51,170
103,28,174
122,36,174
110,9,156
122,27,172
116,21,170
118,16,173
98,30,168
98,36,174
100,19,173
104,3,171
117,38,141
113,6,156
127,16,173
127,31,174
106,34,174
123,8,171
107,51,170
121,19,156
121,16,174
121,22,156
126,2,154
97,13,156
103,37,174
124,22,173
108,26,152
101,33,152
117,41,137
99,47,170
110,3,152
111,29,152
115,49,138
112,1,158
119,27,168
120,50,138
99,5,173
124,28,156
112,46,170
126,8,156
115,4,155
122,24,174
100,13,156
109,40,174
114,41,137
106,31,169
101,51,170
106,37,174
118,4,184
125,39,174
127,25,152
112,4,171
100,31,152
120,38,168
116,12,157
120,47,138
95,39,174
99,8,171
103,25,169
100,28,174
116,24,170
119,36,168
102,14,173
123,2,158
104,45,143
103,22,172
116,15,171
113,9,152
124,19,169
125,36,170
112,43,170
107,45,170
96,2,154
121,7,154
115,43,138
118,7,155
104,39,170
100,22,169
116,18,173
105,23,156
98,45,169
127,28,169
101,48,169
107,3,175
113,21,173
125,42,174
110,12,171
102,17,156
123,5,154
117,35,141
105,17,156
111,23,173
115,1,184
114,29,170
105,14,174
127,19,173
104,6,175
125,33,139
108,17,173
108,23,173
100,16,172
109,37,152
102,8,156
97,10,156
107,48,139
121,10,154
117,32,141
98,42,169
106,40,174
106,43,174
113,15,156
